comment,username,nickname,likes,noOfRepliedComments,avatar,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,video_caption,sentiment
pmx sticker ada disini,@hasyirhashim,Hasyir Hashim ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/0df5e3805e2872fc13d718aca9a6c36c~c5_100x100.jpg?x-expires=1677520800&x-signature=h8G7mEgors1GTcC4%2Bc2l5wvhHaA%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
gone eng nk sapot geng dia,@sahwan835,sahwan835 ,2,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/bc2b1fd87fb8ff1645b137359a53adce~c5_100x100.jpg?x-expires=1677520800&x-signature=dSN0OhXD0PL6MWRKyPMV5%2FylDQc%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"piii puak sapa yg untung,klu.sukarela wajib audit ok",@sahwan835,sahwan835 ,2,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/bc2b1fd87fb8ff1645b137359a53adce~c5_100x100.jpg?x-expires=1677520800&x-signature=dSN0OhXD0PL6MWRKyPMV5%2FylDQc%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
wah sedap kroni2..tauke2 besa,@kehidupanibaratombak_,کهيدوڤن عبارت اومبق ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/e90f14411ae634aad5f54a3ed384a0fc~c5_100x100.jpg?x-expires=1677520800&x-signature=z01ElPxJU5D4bsEUr%2FRfVsqevlc%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Habok pun tarak!!!!!,@segodon69,Segodon69 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fd7dd18b8610b83d2675e493c64a374e~c5_100x100.jpg?x-expires=1677520800&x-signature=w4vzvPXQ1A3CNeoVvtTURyRRIKQ%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Sape nk bayo cukai,@azizanijal,Azizan Ijal ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1645752261103618.jpg?x-expires=1677520800&x-signature=sDLCwEW6Mqj9EkfMr5BVEiVSeic%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
xfhm.terangkn,@panglima0788,Hanky Funky ,2,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/cbd36ab0ad7bbc39cf9a3413b6f8878a.jpg?x-expires=1677520800&x-signature=dsm6DxvqNqdzfx%2FbLFJWyXTav%2BE%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
wah....smart la pm kita....yeay...,@seliparkasutgetah,user4226275884352 ,0,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1677520800&x-signature=CF%2F96kNXTXyNILyYSm7vKX%2F9PIY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
siapa yg pilih bang nuar adap ya,@rashzentter,Rass ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/1749c0ac27770f274799e907debf20de~c5_100x100.jpg?x-expires=1677520800&x-signature=2i3HvC6jxFfx4OTLyuzEE0CNQZQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
kerajaan hancing gagal,@ze789032,Ze789032 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/a475bae0763d2f8ffbbea1d552a6188c~c5_100x100.jpg?x-expires=1677520800&x-signature=wsmZno0ym7L%2BJ9Q%2FtANjP3jEWL8%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Kerajaan gagal,@mie_mohd,miemohd ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/2bb2c91ca8de8410929dbeb24ac1d660~c5_100x100.jpg?x-expires=1677520800&x-signature=KMZGmrwlfaQwXuu5KUVr6VZb6wI%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
macam tak percaya anwar ibrahim dah jadik pm dan sedang bentangkan bajet utk negara..,@vtechdutch,Great dutch ,21,4,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/4c720669dd0dadd154e4c9d76a94aaa6~c5_100x100.jpg?x-expires=1677520800&x-signature=RRabUPkf5hRjXOaFuKh4zVDT8nk%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
duit siapa na beri....datuk ... sekarang pun tak ada duit how we want to pay..... adoi2,@tanabalasingam,Tanabala Singam ,0,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1606145603229701~c5_100x100.jpg?x-expires=1677520800&x-signature=xngDanrdp2Hmisen57xrD77O9ZQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,neutral
"sapa yg untung, golongan mana untung, b40 kena cukai ka atau tokey2 dan bos2, kes lari cukai nii😂😂",@chodman6,Chod Man ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/a1839ca8efee01e28f75eb0f5ac3098e~c5_100x100.jpg?x-expires=1677520800&x-signature=%2BfoK7eTVCNBNYn9oY76dCx3f88Q%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"kalau najib dan anak² minta ampun, camne?",@gerenti,Gerenti ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/c7e334632119b5ee447eb487283f9c6e.jpg?x-expires=1677520800&x-signature=QMUMuFVAq%2FVc1GQYhNtlr9WCvik%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Tampal jalan yang berlubang tiada dalam belanjawan 2023 ke ?,@firdainfauzi,Firdain Fauzi ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ebdf950306067ec645433fc3530b80df~c5_100x100.jpg?x-expires=1677520800&x-signature=zOXcUvmuyS2A%2FPmEdRjaG7%2BBqSQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,neutral
🥰🥰,@naznasa93,나즈 틱톡 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/372415bac9899e09be22fc98b98e6c42~c5_100x100.jpg?x-expires=1677520800&x-signature=D3cwafhAUosyIyHMb9blpudk8PE%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
bela org kaya ja ..,@safarazredza,safarazredza ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/043e7cfd8bd5d184e09e322e6359ac9b~c5_100x100.jpg?x-expires=1677520800&x-signature=hbsozL5YnrIwL8qTlSFXDXaopRE%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Manfaat kepada....?😏...,@_pian88,PiaN ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/9e9a1253bfb7eeca6c175586bb05132f~c5_100x100.jpg?x-expires=1677520800&x-signature=yfQIwDO5H73moHJLQvbelvdmecw%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
bubar,@kenedynut,haus@lundus ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/64d47027870ec212d6529ceb4a60128c~c5_100x100.jpg?x-expires=1677520800&x-signature=yQBUtEkdweISNwjggnrSBH8qT3U%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
laaa.... adehhh... sapa jer nak mengakuuuuu,@kakyatt,kakyatt ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7b3b9e1cad4a55bf1eaf4a9993336779~c5_100x100.jpg?x-expires=1677520800&x-signature=Jp%2BGHhPFPjgCotSGhq5rNK%2FTKpU%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
hahahha org kaya makin senang org miskin makin susah,@kelvintan457,kelvin tan 6055 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fa0773e4b408e3eba1f4ac09cb547be4~c5_100x100.jpg?x-expires=1677520800&x-signature=tdtUoZuWTnuqy1h2HWBmOTW5CBs%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
buat gst depa tak boleh lari ..tlrakyat Kasi balik dgn cara subsidivsemua barang dapur,@mar_moru,Mohd Azli Rashid Ahm ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1653201296676866.jpg?x-expires=1677520800&x-signature=OxRdL%2FlihoXpw0X80T0pevesxA0%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,positive
alhamdulillah.ini peluang utk sesiapa blum declare wlupon sykt korang dah lama trtubuh..klu sblm ni duit penalti ni bukan sikit² wehh,@adyzadizaaddin,Dyzadiza Addin ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e348486133ff456c8efa7b803db74d4.jpg?x-expires=1677520800&x-signature=kF13QQ1ABd45r99wp2KpJ8hcEHU%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"HAHAHAHAHAHAHAHA..
Denda baru brapa je.1k,2k. kp dah submit form. dia korek abis. buat resubmission kene bayar dulu anggran dia.nnt pulang blk katanya",@kay969_,kay ,1,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7268e16d96c428ffadd26070a095dd09~c5_100x100.jpg?x-expires=1677520800&x-signature=o5pI%2Bn2J0VpCqJlmiP%2FD1XKAwow%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
sorry no KWSP no helo,@loganathanmaply,Loganathan Maply ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1688968673763330.jpg?x-expires=1677520800&x-signature=uNExbHuA1iQU30qSC3ViBqJPsPQ%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
yg tak bayar cukai siapa ya saja la kita tanya,@70amiesani,pemburu rezeki jalanan ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7755341edc41f91d4df971245280451a~c5_100x100.jpg?x-expires=1677520800&x-signature=TIJG5MUAQjT8itp1jOhdWmC1Ty0%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
"Puppet DAP..Tak ramai menteri pun tak pa, janji agenda ada yg laksanakan",@jojomucu,jojomucu ,0,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/6988348901883379738.jpg?x-expires=1677520800&x-signature=EPGzpm0rewh8pejy0VDDML9mrYw%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
PM=MK make money...,@amiemirae96,Encik Hijau ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7f814d1cc23bf487b06b121c10643bd9~c5_100x100.jpg?x-expires=1677520800&x-signature=kBLFbDTvD1OAmZ8%2FoUiB7F%2BtqRU%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,neutral
"dulu keluar kwsp semua sibuk nk keluarkan, bnyk la bli emas bgus la sbb jadi simpanan xda duit bole jual semula, skang ni bersasar plak, ok la tu",@nakamurokenshin,call_me_head ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/d36bfee3cde55453b41cdcc52fa01cc6~c5_100x100.jpg?x-expires=1677520800&x-signature=FUON68fDZr0jIalAC1IMCLRAqN4%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
Apooo,@che_su_long,Che Su ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f0d45ea888192f020e15686c07d5160d~c5_100x100.jpg?x-expires=1677520800&x-signature=T61eL6H1s%2FzP26AiYwQr2BWuq9c%3D,2023-02-26,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
najib boleh mangaku dan dibebaskn bayar cukai..,@ceo_kotakk,🔥⚡CEO_kotak⚡🔥 ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/8299b36c3f9b0921bfbeb5e1e87bc689~c5_100x100.jpg?x-expires=1677520800&x-signature=zWaGQBS4nb4uL5b2ZLkFNf7QqKg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,neutral
bukan semua orang takda duit dlm KWSP..Sepatutnya bagi la peluang pd yg ada lebih 100k dlm KWSP keluarkan sedikit duit utk survive.,@fakhrurrazimohdsa,fakhrurrazimohdsa ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7163253156364615706~c5_100x100.jpg?x-expires=1677520800&x-signature=BLQOJa7aRBqkyOV1CbBtEurekxg%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
🥰🥰🥰🥰🥰🥰allahuakbar,@zhhgwallet,ZHH007shop.my ,0,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/9d86f54224d937cfd6ddd4ab017c1bff~c5_100x100.jpg?x-expires=1677520800&x-signature=BroE4X%2F%2BF%2FXnO2w7JPs%2BzpN1bLY%3D,2023-02-25,2023-02-27,https://www.tiktok.com/@501awani/video/7203653791533583618,8229,572,1411,2023-02-25,451.3K,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c9a8639230b84ec6b9ae0dc861745a80_1677231495?x-expires=1677448800&x-signature=c68b%2BuSMIg1QVWcJ%2FF6zHymoAts%3D,Lembaga Hasil Dalam Negeri (LHDN) dan Jabatan Kastam Diraja Malaysia (JKDM) akan melaksanakan semula program pengakuan secara sukarela.,negative
